simulator_	0.833306640625	0.0040762150702314945	0.833391357421875	0.004107744618722306
simulator_corrected	0.833306640625	0.0040762150702314945	0.833391357421875	0.004107744618722306
ibmqx2_	0.7638104248046875	0.023873277868891526	0.761767333984375	0.01677322656741369
ibmqx2_corrected	0.7527462309485141	0.02577437131271233	0.7620600703952225	0.017643350232368526
ourense_	0.777486083984375	0.028322381948694263	0.7684444580078125	0.0354854530108153
ourense_corrected	0.7771345329823057	0.029405498594545467	0.7710861761454495	0.035619239722578855
valencia_	0.730918212890625	0.030130511866859215	0.7315938720703125	0.04392508891871614
valencia_corrected	0.7517115680402537	0.09178482274779858	0.7243855960498552	0.04650132820719238
vigo_	0.7234713134765625	0.03106847269266943	0.7226048583984375	0.06486627483483941
vigo_corrected	0.6875835730580079	0.036795538791960535	0.7144282092257328	0.06890617286093066
melbourne_	0.62181640625	0.09800247217363961	0.623957763671875	0.08544722501824467
melbourne_corrected	0.6098955947326647	0.11130045050054492	0.6099019063300716	0.0948061338530951
santiago_	0.779015625	0.02497139593244155	0.7414169921875	0.021639380800031402
santiago_corrected	0.7770107519526805	0.02568291922457186	0.7323654073935224	0.0304440012513324
athens_	0.79261962890625	0.01610896215640584	0.793509521484375	0.019495804131996846
athens_corrected	0.7921654786336317	0.016495533996786084	0.7931960779206881	0.02008782341645488
